id	filename	md5	size	state
01dbcd23-40da-4f7e-9c48-8cdf11724863	TCGA-AO-A0J5-01Z-00-DX1.20C14D0C-1A74-4FE9-A5E6-BDDCB8DE7714.svs	93d7500a6aa8c11097fdab6d6dc8429b	930286458	released
03a7acd9-178a-4165-9588-fa63e46f3387	TCGA-AO-A1KO-01Z-00-DX1.EEB5E0A0-92B2-42CD-9F7A-00E9250B561F.svs	6f93a7b1e45bf2d76104a4b04531c235	402997514	released
0baa0917-5f94-46d8-b490-cfec99530637	TCGA-AO-A03U-01Z-00-DX1.AE2B55F3-8BA1-4546-82B7-4D2292BE1C78.svs	16a2fcefb37949db4cad5031284baf6e	630945436	released
127398d0-9372-431e-92bf-fd5589fca3f2	TCGA-AO-A124-01Z-00-DX1.E3C7B017-6154-4630-9BDE-0CAC946D0209.svs	dd3eb5a7b84a0231ff01f0aaa3d77eec	460690910	released
147ed357-9e92-44fb-8b01-312e148cd525	TCGA-AO-A1KR-01Z-00-DX1.BFB2E69B-E23C-4542-9CBF-EDD040B985AC.svs	9b07ffb63ab560568f01a3ba5d0f167b	689156184	released
2bcd4629-f31a-4bee-a7ff-aa9663b0c2c5	TCGA-AO-A0JJ-01Z-00-DX1.D5B636F5-1B47-4033-9938-9DC8CD48CEE9.svs	0646953656dcd07a49059e75d3e4ba32	728079632	released
36fc54d9-317b-4c1c-ae55-09acaa86ddf4	TCGA-AO-A0JD-01Z-00-DX1.52E3DCE8-32E3-45C0-AB54-7FA0A2F3F722.svs	860ab7f24ba97cf47f80b960eb4f0712	878992290	released
391143f8-da62-48fb-863f-ac505a6b0eaa	TCGA-AO-A12D-01Z-00-DX1.BA006BAD-5C6E-4099-BC99-3888E69F506E.svs	85143e70321ee7e721665abb7e2fbae9	1052702068	released
3aacd70c-7e8a-4029-85fa-034ae6a468b9	TCGA-AO-A12C-01Z-00-DX1.F4105027-FA10-48AF-BA8F-C7A0181C4A1D.svs	e7c2855a8ba2f477f90a1b6ee5d61c57	921981408	released
464dd07a-32ee-4da5-8c60-85c0bbe391aa	TCGA-AO-A0JE-01Z-00-DX1.82D33053-E305-47D8-9B02-B55511EBB06D.svs	d11295906eb995bd8a8612ce10a8ac09	746586716	released
57b7a966-ab1a-4168-bbd1-ad8788383f3c	TCGA-AO-A03R-01Z-00-DX1.DC317201-7F22-4C4A-86A5-ED82C37757C8.svs	9e0493ca8a2b82fd144f1b3dc53b6a4f	353675020	released
58debf6e-1fde-435b-b990-286ec6aadbfa	TCGA-AO-A129-01Z-00-DX1.BF485416-BF57-4F39-866B-4B1E201876FA.svs	c2e1d43e4754635cc1bea16156bedc41	849287906	released
60439acf-de72-4e52-921e-d5fb6f73cf66	TCGA-AO-A12F-01Z-00-DX1.847C8E4F-3F37-4B1D-8E6E-ACD14391AD89.svs	b91f98ac77c0c48f41c10017051f01da	1314142990	released
61d03f55-56d6-475f-b390-090320d0ed2d	TCGA-AO-A128-01Z-00-DX1.4E6BFFBC-87AD-4ED4-959D-FEB5545400BE.svs	1268dbb850be90c99198e8956aa084aa	559112688	released
67f9ed91-0f42-470f-ab83-4d91a77bf20e	TCGA-AO-A03L-01Z-00-DX1.DE6561A9-E6B8-4BF0-AAA8-F91C87A66037.svs	60db1a4a407f5b4ded542b28999410ae	708989054	released
